Id,Percentage in Operating Systems,Percentage in Algorithms,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Communication skills rating,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,Certifications 1,Certifications 2,reading and writing skills,memory capability score,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Management or Technical,worked in teams ever?,Introvert,Suggested Job Role
158,76,63,86,87,89,92,80,63,11,2,1,7,5,yes,yes,no,machine learning,cloud computing,excellent,poor,Software Engineering,system developer,higherstudies,Finance,Management,yes,no,Technical Engineer
159,87,94,84,74,85,85,73,64,6,9,1,2,5,yes,yes,no,app development,hacking,poor,excellent,parallel computing,developer,job,Web Services,Management,yes,no,Data Architect
160,67,87,76,83,74,83,94,60,5,3,0,5,1,yes,no,no,hadoop,system designing,excellent,poor,data engineering,Business process analyst,job,Sales and Marketing,Technical,yes,yes,Software Quality Assurance (QA) / Testing
161,69,88,76,65,85,81,84,76,4,2,5,8,3,no,no,no,r programming,data science,excellent,excellent,data engineering,cloud computing,higherstudies,Sales and Marketing,Management,no,yes,CRM Technical Developer
162,72,63,65,89,92,74,68,67,7,3,5,4,9,yes,yes,no,hadoop,system designing,excellent,poor,networks,testing,job,Product based,Management,no,yes,Database Developer
163,88,68,83,87,73,60,71,90,12,7,5,3,2,yes,no,no,hadoop,game development,poor,poor,cloud computing,cloud computing,job,Cloud Services,Technical,no,no,Information Security Analyst
164,60,93,82,85,93,84,83,65,4,2,5,5,1,no,yes,yes,information security,data science,poor,medium,Software Engineering,Business process analyst,higherstudies,Testing and Maintainance Services,Technical,yes,no,Software Systems Engineer
165,66,77,79,85,80,92,68,73,7,8,6,2,8,yes,yes,no,distro making,hacking,excellent,excellent,programming,security,job,BPA,Technical,yes,no,Design & UX
166,64,63,93,92,77,82,84,84,11,6,0,6,1,yes,no,yes,full stack,data science,medium,excellent,data engineering,Business process analyst,job,Finance,Technical,no,no,Database Developer
167,74,71,73,72,77,61,64,73,7,1,0,4,5,yes,yes,no,full stack,database security,medium,poor,programming,developer,higherstudies,product development,Technical,no,no,Systems Analyst
168,90,89,86,79,82,88,69,89,6,4,6,9,4,no,yes,yes,python,web technologies,medium,poor,hacking,developer,job,product development,Technical,no,no,Business Intelligence Analyst
169,62,71,87,74,93,77,62,82,6,9,3,1,6,yes,no,yes,shell programming,testing,medium,poor,parallel computing,security,job,Finance,Management,no,no,Software Engineer
170,60,80,88,76,83,70,77,67,4,5,2,8,9,no,no,no,hadoop,cloud computing,poor,medium,parallel computing,testing,job,Service Based,Technical,no,yes,Network Security Administrator
171,92,75,64,91,89,60,84,74,10,8,3,1,1,no,no,yes,hadoop,system designing,poor,medium,Computer Architecture,developer,job,Product based,Technical,no,no,UX Designer
172,77,82,68,70,61,89,87,89,8,4,4,1,8,no,no,yes,hadoop,game development,poor,excellent,cloud computing,Business process analyst,higherstudies,Web Services,Management,yes,yes,Information Security Analyst
173,76,65,75,85,90,73,86,94,11,8,4,6,4,yes,no,no,distro making,testing,poor,medium,cloud computing,Business process analyst,job,SAaS services,Management,no,yes,Software Systems Engineer
174,71,75,77,71,82,65,78,93,8,3,6,6,5,no,yes,yes,full stack,game development,excellent,poor,IOT,security,job,product development,Management,yes,no,Network Engineer
175,69,63,77,63,73,77,65,65,12,9,6,3,2,yes,yes,no,hadoop,system designing,poor,poor,programming,Business process analyst,higherstudies,Finance,Management,no,yes,Network Security Administrator
176,64,80,60,92,67,84,78,76,12,7,4,3,7,no,yes,no,information security,web technologies,excellent,medium,programming,developer,job,Testing and Maintainance Services,Management,no,no,Programmer Analyst
177,72,68,84,64,80,63,92,64,9,3,1,2,9,yes,no,no,full stack,system designing,excellent,medium,cloud computing,testing,job,Testing and Maintainance Services,Technical,no,no,Information Technology Manager
178,91,78,65,69,90,75,82,85,7,7,3,9,7,no,no,no,app development,web technologies,excellent,poor,data engineering,Business process analyst,higherstudies,Web Services,Management,no,no,Web Developer
179,62,88,82,90,87,78,68,89,11,8,1,4,2,no,yes,no,information security,data science,medium,medium,cloud computing,Business process analyst,higherstudies,Finance,Management,yes,yes,Web Developer
180,61,90,71,66,90,60,91,60,12,1,6,2,5,no,no,yes,full stack,system designing,medium,poor,Computer Architecture,Business process analyst,job,Testing and Maintainance Services,Management,yes,yes,Portal Administrator
181,87,90,80,67,89,63,61,64,7,3,0,2,9,yes,no,yes,shell programming,data science,excellent,medium,programming,security,job,Web Services,Management,no,no,Solutions Architect
182,60,94,76,79,92,94,92,90,12,4,1,9,8,yes,yes,no,app development,game development,poor,medium,programming,system developer,job,Testing and Maintainance Services,Management,no,no,Portal Administrator
183,60,72,83,93,77,70,74,83,7,7,4,6,1,yes,no,yes,app development,data science,medium,poor,IOT,developer,job,Finance,Technical,no,yes,Information Technology Manager
184,75,75,68,62,82,63,91,84,8,8,4,6,6,yes,no,yes,information security,data science,medium,poor,Software Engineering,system developer,job,product development,Technical,yes,no,Database Administrator
185,66,89,69,79,73,83,69,77,5,3,4,5,2,no,no,no,machine learning,database security,poor,excellent,IOT,system developer,job,Testing and Maintainance Services,Technical,yes,yes,Software Developer
186,64,91,68,91,84,79,91,83,11,1,1,8,3,no,yes,no,app development,hacking,poor,excellent,programming,Business process analyst,higherstudies,Sales and Marketing,Technical,yes,no,Portal Administrator
187,80,63,78,71,64,64,83,93,9,2,6,3,5,no,no,yes,r programming,database security,excellent,poor,networks,testing,job,Testing and Maintainance Services,Management,yes,yes,Applications Developer
188,66,67,93,62,62,87,67,69,7,1,0,4,7,no,no,yes,full stack,hacking,excellent,poor,data engineering,security,job,SAaS services,Technical,no,no,Design & UX
189,85,81,88,64,76,88,82,65,8,2,6,6,3,yes,no,yes,r programming,system designing,excellent,medium,parallel computing,security,higherstudies,Cloud Services,Management,no,no,Network Security Engineer
190,84,92,76,86,63,68,64,81,5,7,0,4,3,yes,yes,no,information security,system designing,poor,poor,programming,testing,job,Sales and Marketing,Technical,no,yes,Solutions Architect
191,74,80,79,89,79,71,75,60,5,8,1,8,3,yes,no,yes,app development,cloud computing,poor,excellent,cloud computing,system developer,job,Testing and Maintainance Services,Management,no,no,Systems Analyst
192,61,74,84,79,66,80,93,94,4,9,5,8,4,yes,yes,yes,full stack,hacking,poor,medium,parallel computing,security,higherstudies,Product based,Technical,yes,yes,UX Designer
193,64,81,92,72,82,70,92,83,4,5,5,6,4,no,no,yes,machine learning,system designing,excellent,medium,cloud computing,Business process analyst,job,SAaS services,Technical,no,yes,CRM Technical Developer
194,79,70,84,66,67,69,78,91,9,8,3,9,8,no,yes,no,python,hacking,medium,medium,cloud computing,testing,higherstudies,Finance,Management,no,no,Technical Support
195,85,92,93,74,91,68,70,91,11,1,0,7,1,yes,yes,yes,shell programming,cloud computing,medium,poor,programming,system developer,job,Testing and Maintainance Services,Technical,yes,yes,Information Technology Manager
196,94,69,79,90,78,88,74,86,8,2,1,7,5,yes,no,no,distro making,hacking,excellent,medium,programming,developer,higherstudies,BPA,Technical,yes,yes,Systems Security Administrator
197,88,67,72,73,68,87,79,73,12,4,2,2,1,yes,yes,yes,app development,database security,poor,poor,Management,developer,job,Web Services,Management,yes,no,Data Architect
198,90,87,76,64,83,69,92,61,12,7,0,4,3,no,no,yes,hadoop,hacking,medium,medium,hacking,testing,higherstudies,Testing and Maintainance Services,Technical,no,no,Business Intelligence Analyst
199,76,81,82,79,85,92,84,73,8,9,6,8,5,no,yes,no,python,web technologies,poor,poor,parallel computing,developer,higherstudies,Web Services,Technical,yes,no,UX Designer
200,73,69,75,90,65,86,75,93,11,4,0,3,5,no,yes,yes,machine learning,system designing,excellent,medium,Computer Architecture,security,job,Product based,Technical,no,yes,Portal Administrator
201,92,68,66,79,88,92,72,69,12,8,5,4,3,no,yes,yes,distro making,testing,poor,poor,hacking,testing,job,BPA,Technical,no,yes,Database Administrator
202,88,62,61,69,62,86,65,75,7,4,2,2,9,yes,yes,yes,shell programming,web technologies,poor,poor,data engineering,testing,job,Service Based,Technical,no,yes,Network Security Engineer
203,69,72,78,92,91,76,74,77,7,2,0,3,4,no,yes,no,distro making,game development,excellent,medium,Software Engineering,system developer,higherstudies,BPA,Technical,yes,no,Applications Developer
204,84,65,72,91,91,61,92,67,6,8,5,5,2,no,no,yes,full stack,game development,medium,excellent,hacking,testing,higherstudies,Product based,Technical,yes,no,Software Quality Assurance (QA) / Testing
205,89,80,60,60,72,88,63,87,11,9,0,9,9,no,yes,no,distro making,database security,poor,excellent,hacking,cloud computing,higherstudies,Product based,Management,no,yes,Database Manager
206,89,65,78,70,70,65,89,70,9,7,1,7,6,no,no,yes,full stack,database security,medium,medium,IOT,Business process analyst,job,Cloud Services,Technical,yes,no,Portal Administrator
207,67,63,78,80,64,94,73,81,10,8,4,1,4,yes,yes,yes,information security,game development,excellent,poor,programming,developer,job,BPA,Technical,yes,yes,Software Developer
208,91,87,64,65,66,74,80,91,4,6,6,6,2,no,yes,no,app development,game development,excellent,poor,parallel computing,testing,job,Testing and Maintainance Services,Technical,no,yes,CRM Business Analyst
209,94,67,81,90,93,93,84,88,8,9,6,5,9,no,no,yes,distro making,web technologies,excellent,excellent,Software Engineering,Business process analyst,higherstudies,Finance,Management,no,yes,Database Developer
210,80,66,62,89,91,87,90,62,10,8,2,5,5,yes,yes,yes,full stack,testing,excellent,poor,Software Engineering,security,job,Testing and Maintainance Services,Management,yes,no,Software Quality Assurance (QA) / Testing
211,72,72,80,68,72,87,65,84,5,2,6,6,9,yes,yes,no,full stack,database security,medium,excellent,Management,testing,higherstudies,Cloud Services,Technical,yes,yes,Software Quality Assurance (QA) / Testing
212,65,82,92,69,71,68,74,88,7,1,6,2,3,yes,yes,yes,full stack,database security,excellent,poor,hacking,Business process analyst,higherstudies,Service Based,Technical,yes,yes,UX Designer
213,79,68,70,91,91,77,80,90,8,4,4,4,8,yes,yes,no,information security,testing,excellent,poor,parallel computing,developer,higherstudies,Service Based,Management,yes,no,Network Security Administrator
214,91,65,76,81,77,75,94,70,7,1,3,4,5,yes,yes,yes,full stack,cloud computing,poor,medium,networks,security,higherstudies,Finance,Management,yes,no,Business Systems Analyst
215,81,66,77,90,64,87,85,94,12,7,5,1,4,yes,yes,no,information security,testing,excellent,poor,parallel computing,Business process analyst,higherstudies,Testing and Maintainance Services,Technical,yes,yes,CRM Technical Developer
216,86,65,61,79,75,69,90,89,9,3,0,7,9,yes,no,yes,app development,data science,poor,poor,data engineering,developer,job,Web Services,Management,no,no,Project Manager
217,91,80,78,82,71,89,62,63,9,7,3,8,7,no,yes,no,full stack,game development,medium,excellent,Software Engineering,testing,job,Product based,Technical,no,yes,Technical Support
218,60,81,73,74,86,86,85,60,11,7,4,1,1,no,no,yes,python,web technologies,medium,medium,hacking,cloud computing,higherstudies,product development,Technical,no,no,Systems Security Administrator
219,80,90,64,71,70,89,84,81,10,1,3,5,7,no,yes,no,information security,cloud computing,poor,poor,Computer Architecture,system developer,job,BPA,Technical,no,no,UX Designer
220,89,63,87,69,71,74,82,61,4,6,6,8,4,no,yes,no,shell programming,web technologies,medium,poor,programming,system developer,job,Cloud Services,Management,yes,no,Programmer Analyst
221,92,72,83,79,88,76,78,67,9,5,1,8,5,yes,no,no,hadoop,data science,medium,excellent,data engineering,system developer,job,Sales and Marketing,Technical,no,no,Network Security Engineer
222,64,61,85,69,83,76,86,77,8,9,3,6,7,no,yes,yes,r programming,data science,medium,medium,Software Engineering,security,job,product development,Management,no,yes,Database Manager
223,91,69,78,77,86,71,72,69,8,4,5,8,3,no,no,yes,machine learning,data science,medium,poor,IOT,testing,higherstudies,BPA,Management,yes,no,Web Developer
224,67,93,85,94,92,87,67,74,6,6,0,2,2,yes,yes,no,r programming,hacking,medium,excellent,networks,cloud computing,higherstudies,BPA,Management,yes,yes,Programmer Analyst
225,66,77,65,87,71,66,68,83,10,7,3,5,7,yes,yes,yes,distro making,data science,poor,excellent,cloud computing,security,job,Cloud Services,Management,no,yes,Applications Developer
226,80,78,91,80,75,80,63,69,7,7,0,3,1,no,yes,yes,app development,database security,excellent,excellent,hacking,developer,higherstudies,Service Based,Technical,yes,yes,Business Systems Analyst
227,94,90,64,67,86,94,72,84,4,7,2,9,7,yes,yes,yes,r programming,system designing,excellent,poor,hacking,developer,higherstudies,Sales and Marketing,Technical,no,yes,Business Intelligence Analyst
228,76,85,91,79,74,84,73,85,5,9,6,6,8,no,no,no,app development,data science,poor,excellent,parallel computing,cloud computing,higherstudies,BPA,Management,yes,no,Software Developer
229,77,73,70,78,73,76,87,74,9,7,5,5,6,no,yes,no,shell programming,game development,medium,poor,parallel computing,security,higherstudies,SAaS services,Technical,no,yes,Network Engineer
230,89,78,62,86,76,93,82,70,10,8,1,9,4,no,yes,no,app development,web technologies,excellent,excellent,parallel computing,cloud computing,job,Sales and Marketing,Management,yes,yes,Information Technology Manager
231,93,89,80,86,94,66,65,77,8,8,6,3,6,no,yes,no,full stack,web technologies,poor,poor,hacking,system developer,higherstudies,Web Services,Technical,yes,yes,Technical Engineer
232,93,60,77,79,74,73,64,84,4,4,1,9,6,yes,yes,yes,information security,hacking,excellent,poor,data engineering,security,job,Finance,Technical,no,no,Web Developer
233,71,62,86,74,85,62,74,90,5,7,4,6,4,no,no,no,app development,database security,excellent,excellent,networks,cloud computing,job,SAaS services,Technical,no,yes,Solutions Architect
234,92,87,61,67,87,82,62,87,12,4,5,3,6,no,no,no,distro making,testing,poor,medium,IOT,Business process analyst,job,Finance,Management,no,yes,Business Intelligence Analyst
235,87,69,83,67,81,76,60,70,7,1,2,5,2,no,no,no,python,web technologies,medium,excellent,data engineering,cloud computing,job,Finance,Technical,yes,yes,Quality Assurance Associate
236,77,63,81,82,81,80,81,71,8,8,4,1,6,no,yes,no,distro making,data science,excellent,medium,hacking,system developer,job,Finance,Technical,no,yes,Network Engineer
237,70,60,69,65,84,88,87,69,5,3,4,8,2,yes,no,no,shell programming,cloud computing,medium,medium,Software Engineering,Business process analyst,job,SAaS services,Management,yes,no,Mobile Applications Developer
238,91,67,74,93,88,80,71,69,7,1,2,9,9,yes,no,yes,app development,database security,medium,medium,networks,security,job,product development,Technical,yes,yes,Network Security Administrator
239,65,78,81,84,72,90,70,84,11,6,0,6,8,no,yes,yes,app development,hacking,excellent,excellent,IOT,security,job,SAaS services,Technical,yes,yes,Software Engineer
240,60,74,82,61,76,69,60,67,6,4,3,1,9,no,yes,no,python,testing,poor,poor,cloud computing,testing,higherstudies,Sales and Marketing,Management,no,yes,Portal Administrator
241,61,60,93,77,82,68,91,83,9,4,5,2,8,yes,no,yes,full stack,hacking,poor,excellent,cloud computing,security,job,Cloud Services,Management,no,yes,Programmer Analyst
242,87,71,94,79,77,75,76,69,5,1,6,9,6,no,no,yes,hadoop,database security,excellent,poor,Computer Architecture,system developer,job,product development,Technical,yes,yes,Software Engineer
